Ticker,Earnings Date,Buy Date,Sell Date,Buy Price,Sell Price,Return (%)
AAPL,2025-05-01,2025-04-26,2025-05-02,"Ticker
AAPL    209.00592
Name: 2025-04-25 00:00:00, dtype: float64","Ticker
AAPL    205.08107
Name: 2025-05-02 00:00:00, dtype: float64","Ticker
AAPL   -1.877866
dtype: float64"
AAPL,2025-01-30,2025-01-25,2025-01-31,"Ticker
AAPL    222.243881
Name: 2025-01-24 00:00:00, dtype: float64","Ticker
AAPL    235.432083
Name: 2025-01-31 00:00:00, dtype: float64","Ticker
AAPL    5.934112
dtype: float64"
AAPL,2024-10-31,2024-10-26,2024-11-01,"Ticker
AAPL    230.599411
Name: 2024-10-25 00:00:00, dtype: float64","Ticker
AAPL    222.129196
Name: 2024-11-01 00:00:00, dtype: float64","Ticker
AAPL   -3.673129
dtype: float64"
AAPL,2024-08-01,2024-07-27,2024-08-02,"Ticker
AAPL    216.945435
Name: 2024-07-26 00:00:00, dtype: float64","Ticker
AAPL    218.836563
Name: 2024-08-02 00:00:00, dtype: float64","Ticker
AAPL    0.871707
dtype: float64"
AAPL,2024-05-02,2024-04-27,2024-05-03,"Ticker
AAPL    168.283676
Name: 2024-04-26 00:00:00, dtype: float64","Ticker
AAPL    182.27916
Name: 2024-05-03 00:00:00, dtype: float64","Ticker
AAPL    8.316602
dtype: float64"
AAPL,2024-02-01,2024-01-27,2024-02-02,"Ticker
AAPL    191.021133
Name: 2024-01-26 00:00:00, dtype: float64","Ticker
AAPL    184.498886
Name: 2024-02-02 00:00:00, dtype: float64","Ticker
AAPL   -3.414411
dtype: float64"
AAPL,2023-11-02,2023-10-28,2023-11-03,"Ticker
AAPL    166.777344
Name: 2023-10-27 00:00:00, dtype: float64","Ticker
AAPL    175.13504
Name: 2023-11-03 00:00:00, dtype: float64","Ticker
AAPL    5.01129
dtype: float64"
AAPL,2023-08-03,2023-07-29,2023-08-04,"Ticker
AAPL    193.888733
Name: 2023-07-28 00:00:00, dtype: float64","Ticker
AAPL    180.185974
Name: 2023-08-04 00:00:00, dtype: float64","Ticker
AAPL   -7.067331
dtype: float64"
AAPL,2023-05-04,2023-04-29,2023-05-05,"Ticker
AAPL    167.765915
Name: 2023-04-28 00:00:00, dtype: float64","Ticker
AAPL    171.612015
Name: 2023-05-05 00:00:00, dtype: float64","Ticker
AAPL    2.292539
dtype: float64"
AAPL,2023-02-02,2023-01-28,2023-02-03,"Ticker
AAPL    144.063858
Name: 2023-01-27 00:00:00, dtype: float64","Ticker
AAPL    152.524261
Name: 2023-02-03 00:00:00, dtype: float64","Ticker
AAPL    5.872676
dtype: float64"
AAPL,2022-10-27,2022-10-22,2022-10-28,"Ticker
AAPL    145.145966
Name: 2022-10-21 00:00:00, dtype: float64","Ticker
AAPL    153.493759
Name: 2022-10-28 00:00:00, dtype: float64","Ticker
AAPL    5.751309
dtype: float64"
AAPL,2022-07-28,2022-07-23,2022-07-29,"Ticker
AAPL    151.656906
Name: 2022-07-22 00:00:00, dtype: float64","Ticker
AAPL    159.943939
Name: 2022-07-29 00:00:00, dtype: float64","Ticker
AAPL    5.46433
dtype: float64"
AAPL,2022-04-28,2022-04-23,2022-04-29,"Ticker
AAPL    159.001724
Name: 2022-04-22 00:00:00, dtype: float64","Ticker
AAPL    154.93309
Name: 2022-04-29 00:00:00, dtype: float64","Ticker
AAPL   -2.558862
dtype: float64"
AAPL,2022-01-27,2022-01-22,2022-01-28,"Ticker
AAPL    159.407944
Name: 2022-01-21 00:00:00, dtype: float64","Ticker
AAPL    167.181549
Name: 2022-01-28 00:00:00, dtype: float64","Ticker
AAPL    4.876548
dtype: float64"
AAPL,2021-10-28,2021-10-23,2021-10-29,"Ticker
AAPL    145.728882
Name: 2021-10-22 00:00:00, dtype: float64","Ticker
AAPL    146.816772
Name: 2021-10-29 00:00:00, dtype: float64","Ticker
AAPL    0.746517
dtype: float64"
AAPL,2021-07-27,2021-07-22,2021-07-28,"Ticker
AAPL    143.661255
Name: 2021-07-22 00:00:00, dtype: float64","Ticker
AAPL    141.880173
Name: 2021-07-28 00:00:00, dtype: float64","Ticker
AAPL   -1.239779
dtype: float64"
ABBNY,2025-04-17,2025-04-12,2025-04-18,"Ticker
ABBNY    50.150002
Name: 2025-04-11 00:00:00, dtype: float64","Ticker
ABBNY    51.84
Name: 2025-04-17 00:00:00, dtype: float64","Ticker
ABBNY    3.369887
dtype: float64"
ABBNY,2025-04-16,2025-04-11,2025-04-17,"Ticker
ABBNY    50.150002
Name: 2025-04-11 00:00:00, dtype: float64","Ticker
ABBNY    51.84
Name: 2025-04-17 00:00:00, dtype: float64","Ticker
ABBNY    3.369887
dtype: float64"
ABBNY,2025-01-30,2025-01-25,2025-01-31,"Ticker
ABBNY    58.312531
Name: 2025-01-24 00:00:00, dtype: float64","Ticker
ABBNY    53.466236
Name: 2025-01-31 00:00:00, dtype: float64","Ticker
ABBNY   -8.310897
dtype: float64"
ABBNY,2024-10-16,2024-10-11,2024-10-17,"Ticker
ABBNY    57.115673
Name: 2024-10-11 00:00:00, dtype: float64","Ticker
ABBNY    57.096054
Name: 2024-10-17 00:00:00, dtype: float64","Ticker
ABBNY   -0.03435
dtype: float64"
ABBNY,2024-07-17,2024-07-12,2024-07-18,"Ticker
ABBNY    56.684017
Name: 2024-07-12 00:00:00, dtype: float64","Ticker
ABBNY    53.220978
Name: 2024-07-18 00:00:00, dtype: float64","Ticker
ABBNY   -6.109375
dtype: float64"
ABBNY,2024-04-18,2024-04-13,2024-04-19,"Ticker
ABBNY    44.725243
Name: 2024-04-12 00:00:00, dtype: float64","Ticker
ABBNY    48.198093
Name: 2024-04-19 00:00:00, dtype: float64","Ticker
ABBNY    7.764856
dtype: float64"
ABBNY,2024-02-01,2024-01-27,2024-02-02,"Ticker
ABBNY    40.854271
Name: 2024-01-26 00:00:00, dtype: float64","Ticker
ABBNY    41.949097
Name: 2024-02-02 00:00:00, dtype: float64","Ticker
ABBNY    2.679832
dtype: float64"
ABBNY,2023-10-18,2023-10-13,2023-10-19,"Ticker
ABBNY    35.082428
Name: 2023-10-13 00:00:00, dtype: float64","Ticker
ABBNY    32.556648
Name: 2023-10-19 00:00:00, dtype: float64","Ticker
ABBNY   -7.199558
dtype: float64"
ABBNY,2023-07-20,2023-07-15,2023-07-21,"Ticker
ABBNY    37.867512
Name: 2023-07-14 00:00:00, dtype: float64","Ticker
ABBNY    38.578182
Name: 2023-07-21 00:00:00, dtype: float64","Ticker
ABBNY    1.876729
dtype: float64"
AMD,2025-05-06,2025-05-01,2025-05-07,"Ticker
AMD    96.650002
Name: 2025-05-01 00:00:00, dtype: float64","Ticker
AMD    100.360001
Name: 2025-05-07 00:00:00, dtype: float64","Ticker
AMD    3.838592
dtype: float64"
AMD,2025-02-04,2025-01-30,2025-02-05,"Ticker
AMD    118.860001
Name: 2025-01-30 00:00:00, dtype: float64","Ticker
AMD    112.010002
Name: 2025-02-05 00:00:00, dtype: float64","Ticker
AMD   -5.763081
dtype: float64"
AMD,2024-10-29,2024-10-24,2024-10-30,"Ticker
AMD    153.440002
Name: 2024-10-24 00:00:00, dtype: float64","Ticker
AMD    148.600006
Name: 2024-10-30 00:00:00, dtype: float64","Ticker
AMD   -3.154325
dtype: float64"
AMD,2024-07-30,2024-07-25,2024-07-31,"Ticker
AMD    138.320007
Name: 2024-07-25 00:00:00, dtype: float64","Ticker
AMD    144.479996
Name: 2024-07-31 00:00:00, dtype: float64","Ticker
AMD    4.453433
dtype: float64"
AMD,2024-04-30,2024-04-25,2024-05-01,"Ticker
AMD    153.759995
Name: 2024-04-25 00:00:00, dtype: float64","Ticker
AMD    144.270004
Name: 2024-05-01 00:00:00, dtype: float64","Ticker
AMD   -6.17195
dtype: float64"
AMD,2024-01-30,2024-01-25,2024-01-31,"Ticker
AMD    180.330002
Name: 2024-01-25 00:00:00, dtype: float64","Ticker
AMD    167.690002
Name: 2024-01-31 00:00:00, dtype: float64","Ticker
AMD   -7.009371
dtype: float64"
AMD,2023-10-31,2023-10-26,2023-11-01,"Ticker
AMD    93.669998
Name: 2023-10-26 00:00:00, dtype: float64","Ticker
AMD    108.040001
Name: 2023-11-01 00:00:00, dtype: float64","Ticker
AMD    15.341094
dtype: float64"
AMD,2023-08-01,2023-07-27,2023-08-02,"Ticker
AMD    111.099998
Name: 2023-07-27 00:00:00, dtype: float64","Ticker
AMD    109.349998
Name: 2023-08-02 00:00:00, dtype: float64","Ticker
AMD   -1.575158
dtype: float64"
AMD,2023-05-02,2023-04-27,2023-05-03,"Ticker
AMD    87.440002
Name: 2023-04-27 00:00:00, dtype: float64","Ticker
AMD    81.620003
Name: 2023-05-03 00:00:00, dtype: float64","Ticker
AMD   -6.655992
dtype: float64"
AMD,2023-01-31,2023-01-26,2023-02-01,"Ticker
AMD    75.160004
Name: 2023-01-26 00:00:00, dtype: float64","Ticker
AMD    84.639999
Name: 2023-02-01 00:00:00, dtype: float64","Ticker
AMD    12.613086
dtype: float64"
AMD,2022-11-01,2022-10-27,2022-11-02,"Ticker
AMD    58.599998
Name: 2022-10-27 00:00:00, dtype: float64","Ticker
AMD    58.630001
Name: 2022-11-02 00:00:00, dtype: float64","Ticker
AMD    0.051199
dtype: float64"
AMD,2022-08-02,2022-07-28,2022-08-03,"Ticker
AMD    91.669998
Name: 2022-07-28 00:00:00, dtype: float64","Ticker
AMD    98.089996
Name: 2022-08-03 00:00:00, dtype: float64","Ticker
AMD    7.00338
dtype: float64"
AMD,2022-05-03,2022-04-28,2022-05-04,"Ticker
AMD    89.639999
Name: 2022-04-28 00:00:00, dtype: float64","Ticker
AMD    99.419998
Name: 2022-05-04 00:00:00, dtype: float64","Ticker
AMD    10.910307
dtype: float64"
AMD,2022-02-01,2022-01-27,2022-02-02,"Ticker
AMD    102.599998
Name: 2022-01-27 00:00:00, dtype: float64","Ticker
AMD    122.760002
Name: 2022-02-02 00:00:00, dtype: float64","Ticker
AMD    19.649127
dtype: float64"
AMD,2021-10-26,2021-10-21,2021-10-27,"Ticker
AMD    119.330002
Name: 2021-10-21 00:00:00, dtype: float64","Ticker
AMD    122.279999
Name: 2021-10-27 00:00:00, dtype: float64","Ticker
AMD    2.472133
dtype: float64"
AMD,2021-07-27,2021-07-22,2021-07-28,"Ticker
AMD    91.209999
Name: 2021-07-22 00:00:00, dtype: float64","Ticker
AMD    97.93
Name: 2021-07-28 00:00:00, dtype: float64","Ticker
AMD    7.367615
dtype: float64"
AMZN,2025-05-01,2025-04-26,2025-05-02,"Ticker
AMZN    188.990005
Name: 2025-04-25 00:00:00, dtype: float64","Ticker
AMZN    189.979996
Name: 2025-05-02 00:00:00, dtype: float64","Ticker
AMZN    0.523832
dtype: float64"
AMZN,2025-02-06,2025-02-01,2025-02-07,"Ticker
AMZN    237.679993
Name: 2025-01-31 00:00:00, dtype: float64","Ticker
AMZN    229.149994
Name: 2025-02-07 00:00:00, dtype: float64","Ticker
AMZN   -3.588859
dtype: float64"
AMZN,2024-10-31,2024-10-26,2024-11-01,"Ticker
AMZN    187.830002
Name: 2024-10-25 00:00:00, dtype: float64","Ticker
AMZN    197.929993
Name: 2024-11-01 00:00:00, dtype: float64","Ticker
AMZN    5.377198
dtype: float64"
AMZN,2024-08-01,2024-07-27,2024-08-02,"Ticker
AMZN    182.5
Name: 2024-07-26 00:00:00, dtype: float64","Ticker
AMZN    167.899994
Name: 2024-08-02 00:00:00, dtype: float64","Ticker
AMZN   -8.000003
dtype: float64"
AMZN,2024-04-30,2024-04-25,2024-05-01,"Ticker
AMZN    173.669998
Name: 2024-04-25 00:00:00, dtype: float64","Ticker
AMZN    179.0
Name: 2024-05-01 00:00:00, dtype: float64","Ticker
AMZN    3.06904
dtype: float64"
AMZN,2024-02-01,2024-01-27,2024-02-02,"Ticker
AMZN    159.119995
Name: 2024-01-26 00:00:00, dtype: float64","Ticker
AMZN    171.809998
Name: 2024-02-02 00:00:00, dtype: float64","Ticker
AMZN    7.975115
dtype: float64"
AMZN,2023-10-26,2023-10-21,2023-10-27,"Ticker
AMZN    125.169998
Name: 2023-10-20 00:00:00, dtype: float64","Ticker
AMZN    127.739998
Name: 2023-10-27 00:00:00, dtype: float64","Ticker
AMZN    2.053207
dtype: float64"
AMZN,2023-08-03,2023-07-29,2023-08-04,"Ticker
AMZN    132.210007
Name: 2023-07-28 00:00:00, dtype: float64","Ticker
AMZN    139.570007
Name: 2023-08-04 00:00:00, dtype: float64","Ticker
AMZN    5.566901
dtype: float64"
AMZN,2023-04-27,2023-04-22,2023-04-28,"Ticker
AMZN    106.959999
Name: 2023-04-21 00:00:00, dtype: float64","Ticker
AMZN    105.449997
Name: 2023-04-28 00:00:00, dtype: float64","Ticker
AMZN   -1.411745
dtype: float64"
AMZN,2023-02-02,2023-01-28,2023-02-03,"Ticker
AMZN    102.239998
Name: 2023-01-27 00:00:00, dtype: float64","Ticker
AMZN    103.389999
Name: 2023-02-03 00:00:00, dtype: float64","Ticker
AMZN    1.124806
dtype: float64"
AMZN,2022-10-27,2022-10-22,2022-10-28,"Ticker
AMZN    119.32
Name: 2022-10-21 00:00:00, dtype: float64","Ticker
AMZN    103.410004
Name: 2022-10-28 00:00:00, dtype: float64","Ticker
AMZN   -13.333889
dtype: float64"
AMZN,2022-07-28,2022-07-23,2022-07-29,"Ticker
AMZN    122.419998
Name: 2022-07-22 00:00:00, dtype: float64","Ticker
AMZN    134.949997
Name: 2022-07-29 00:00:00, dtype: float64","Ticker
AMZN    10.235255
dtype: float64"
AMZN,2022-04-28,2022-04-23,2022-04-29,"Ticker
AMZN    144.350006
Name: 2022-04-22 00:00:00, dtype: float64","Ticker
AMZN    124.281502
Name: 2022-04-29 00:00:00, dtype: float64","Ticker
AMZN   -13.90267
dtype: float64"
AMZN,2022-02-03,2022-01-29,2022-02-04,"Ticker
AMZN    143.977997
Name: 2022-01-28 00:00:00, dtype: float64","Ticker
AMZN    157.639496
Name: 2022-02-04 00:00:00, dtype: float64","Ticker
AMZN    9.488602
dtype: float64"
AMZN,2021-10-28,2021-10-23,2021-10-29,"Ticker
AMZN    166.777496
Name: 2021-10-22 00:00:00, dtype: float64","Ticker
AMZN    168.621506
Name: 2021-10-29 00:00:00, dtype: float64","Ticker
AMZN    1.10567
dtype: float64"
AMZN,2021-07-29,2021-07-24,2021-07-30,"Ticker
AMZN    182.832001
Name: 2021-07-23 00:00:00, dtype: float64","Ticker
AMZN    166.379501
Name: 2021-07-30 00:00:00, dtype: float64","Ticker
AMZN   -8.998698
dtype: float64"
ASML,2025-04-16,2025-04-11,2025-04-17,"Ticker
ASML    666.745117
Name: 2025-04-11 00:00:00, dtype: float64","Ticker
ASML    638.183533
Name: 2025-04-17 00:00:00, dtype: float64","Ticker
ASML   -4.283734
dtype: float64"
ASML,2025-01-29,2025-01-24,2025-01-30,"Ticker
ASML    728.448975
Name: 2025-01-24 00:00:00, dtype: float64","Ticker
ASML    733.164368
Name: 2025-01-30 00:00:00, dtype: float64","Ticker
ASML    0.64732
dtype: float64"
ASML,2024-10-15,2024-10-10,2024-10-16,"Ticker
ASML    829.640869
Name: 2024-10-10 00:00:00, dtype: float64","Ticker
ASML    679.971924
Name: 2024-10-16 00:00:00, dtype: float64","Ticker
ASML   -18.040209
dtype: float64"
ASML,2024-07-17,2024-07-12,2024-07-18,"Ticker
ASML    1077.629883
Name: 2024-07-12 00:00:00, dtype: float64","Ticker
ASML    917.652588
Name: 2024-07-18 00:00:00, dtype: float64","Ticker
ASML   -14.845291
dtype: float64"
ASML,2024-04-17,2024-04-12,2024-04-18,"Ticker
ASML    953.09552
Name: 2024-04-12 00:00:00, dtype: float64","Ticker
ASML    880.94751
Name: 2024-04-18 00:00:00, dtype: float64","Ticker
ASML   -7.569861
dtype: float64"
ASML,2024-01-24,2024-01-19,2024-01-25,"Ticker
ASML    749.628357
Name: 2024-01-19 00:00:00, dtype: float64","Ticker
ASML    859.674316
Name: 2024-01-25 00:00:00, dtype: float64","Ticker
ASML    14.680069
dtype: float64"
ASML,2023-10-18,2023-10-13,2023-10-19,"Ticker
ASML    591.743347
Name: 2023-10-13 00:00:00, dtype: float64","Ticker
ASML    579.883789
Name: 2023-10-19 00:00:00, dtype: float64","Ticker
ASML   -2.004173
dtype: float64"
ASML,2023-07-19,2023-07-14,2023-07-20,"Ticker
ASML    742.299622
Name: 2023-07-14 00:00:00, dtype: float64","Ticker
ASML    665.620361
Name: 2023-07-20 00:00:00, dtype: float64","Ticker
ASML   -10.329961
dtype: float64"
ASML,2023-05-17,2023-05-12,2023-05-18,"Ticker
ASML    637.445251
Name: 2023-05-12 00:00:00, dtype: float64","Ticker
ASML    685.112549
Name: 2023-05-18 00:00:00, dtype: float64","Ticker
ASML    7.477865
dtype: float64"
ASML,2023-01-25,2023-01-20,2023-01-26,"Ticker
ASML    635.523438
Name: 2023-01-20 00:00:00, dtype: float64","Ticker
ASML    669.853577
Name: 2023-01-26 00:00:00, dtype: float64","Ticker
ASML    5.401868
dtype: float64"
ASML,2022-10-19,2022-10-14,2022-10-20,"Ticker
ASML    370.228271
Name: 2022-10-14 00:00:00, dtype: float64","Ticker
ASML    427.003235
Name: 2022-10-20 00:00:00, dtype: float64","Ticker
ASML    15.335124
dtype: float64"
ASML,2022-07-20,2022-07-15,2022-07-21,"Ticker
ASML    463.34964
Name: 2022-07-15 00:00:00, dtype: float64","Ticker
ASML    528.269104
Name: 2022-07-21 00:00:00, dtype: float64","Ticker
ASML    14.010902
dtype: float64"
ASML,2022-04-20,2022-04-15,2022-04-21,"Ticker
ASML    578.45813
Name: 2022-04-14 00:00:00, dtype: float64","Ticker
ASML    599.850037
Name: 2022-04-21 00:00:00, dtype: float64","Ticker
ASML    3.698091
dtype: float64"
ASML,2022-01-19,2022-01-14,2022-01-20,"Ticker
ASML    720.356384
Name: 2022-01-14 00:00:00, dtype: float64","Ticker
ASML    683.5224
Name: 2022-01-20 00:00:00, dtype: float64","Ticker
ASML   -5.1133
dtype: float64"
ASML,2021-10-20,2021-10-15,2021-10-21,"Ticker
ASML    761.788635
Name: 2021-10-15 00:00:00, dtype: float64","Ticker
ASML    760.013
Name: 2021-10-21 00:00:00, dtype: float64","Ticker
ASML   -0.233088
dtype: float64"
ASML,2021-07-21,2021-07-16,2021-07-22,"Ticker
ASML    663.375671
Name: 2021-07-16 00:00:00, dtype: float64","Ticker
ASML    704.389038
Name: 2021-07-22 00:00:00, dtype: float64","Ticker
ASML    6.182525
dtype: float64"
ATLCY,2025-04-29,2025-04-24,2025-04-30,"Ticker
ATLCY    14.13
Name: 2025-04-24 00:00:00, dtype: float64","Ticker
ATLCY    13.97
Name: 2025-04-30 00:00:00, dtype: float64","Ticker
ATLCY   -1.132341
dtype: float64"
ATLCY,2025-01-28,2025-01-23,2025-01-29,"Ticker
ATLCY    15.49
Name: 2025-01-23 00:00:00, dtype: float64","Ticker
ATLCY    14.71
Name: 2025-01-29 00:00:00, dtype: float64","Ticker
ATLCY   -5.035505
dtype: float64"
AVGO,2025-03-06,2025-03-01,2025-03-07,"Ticker
AVGO    198.828354
Name: 2025-02-28 00:00:00, dtype: float64","Ticker
AVGO    194.371841
Name: 2025-03-07 00:00:00, dtype: float64","Ticker
AVGO   -2.241387
dtype: float64"
AVGO,2024-12-12,2024-12-07,2024-12-13,"Ticker
AVGO    178.510101
Name: 2024-12-06 00:00:00, dtype: float64","Ticker
AVGO    223.522919
Name: 2024-12-13 00:00:00, dtype: float64","Ticker
AVGO    25.215838
dtype: float64"
AVGO,2024-09-05,2024-08-31,2024-09-06,"Ticker
AVGO    161.364304
Name: 2024-08-30 00:00:00, dtype: float64","Ticker
AVGO    135.775146
Name: 2024-09-06 00:00:00, dtype: float64","Ticker
AVGO   -15.858004
dtype: float64"
AVGO,2024-06-12,2024-06-07,2024-06-13,"Ticker
AVGO    138.965118
Name: 2024-06-07 00:00:00, dtype: float64","Ticker
AVGO    165.871185
Name: 2024-06-13 00:00:00, dtype: float64","Ticker
AVGO    19.361741
dtype: float64"
AVGO,2024-03-07,2024-03-02,2024-03-08,"Ticker
AVGO    137.640991
Name: 2024-03-01 00:00:00, dtype: float64","Ticker
AVGO    128.743103
Name: 2024-03-08 00:00:00, dtype: float64","Ticker
AVGO   -6.464563
dtype: float64"
AVGO,2023-12-07,2023-12-02,2023-12-08,"Ticker
AVGO    91.06842
Name: 2023-12-01 00:00:00, dtype: float64","Ticker
AVGO    92.468712
Name: 2023-12-08 00:00:00, dtype: float64","Ticker
AVGO    1.537626
dtype: float64"
AVGO,2023-08-31,2023-08-26,2023-09-01,"Ticker
AVGO    82.960968
Name: 2023-08-25 00:00:00, dtype: float64","Ticker
AVGO    84.97699
Name: 2023-09-01 00:00:00, dtype: float64","Ticker
AVGO    2.430085
dtype: float64"
AVGO,2023-06-01,2023-05-27,2023-06-02,"Ticker
AVGO    78.734421
Name: 2023-05-26 00:00:00, dtype: float64","Ticker
AVGO    78.663696
Name: 2023-06-02 00:00:00, dtype: float64","Ticker
AVGO   -0.089827
dtype: float64"
AVGO,2023-03-02,2023-02-25,2023-03-03,"Ticker
AVGO    55.570412
Name: 2023-02-24 00:00:00, dtype: float64","Ticker
AVGO    60.861511
Name: 2023-03-03 00:00:00, dtype: float64","Ticker
AVGO    9.521433
dtype: float64"
AVGO,2022-12-08,2022-12-03,2022-12-09,"Ticker
AVGO    51.585987
Name: 2022-12-02 00:00:00, dtype: float64","Ticker
AVGO    51.959908
Name: 2022-12-09 00:00:00, dtype: float64","Ticker
AVGO    0.724849
dtype: float64"
AVGO,2022-09-01,2022-08-27,2022-09-02,"Ticker
AVGO    49.270802
Name: 2022-08-26 00:00:00, dtype: float64","Ticker
AVGO    47.318363
Name: 2022-09-02 00:00:00, dtype: float64","Ticker
AVGO   -3.962668
dtype: float64"
AVGO,2022-05-26,2022-05-21,2022-05-27,"Ticker
AVGO    50.960621
Name: 2022-05-20 00:00:00, dtype: float64","Ticker
AVGO    54.72176
Name: 2022-05-27 00:00:00, dtype: float64","Ticker
AVGO    7.380481
dtype: float64"
AVGO,2022-03-03,2022-02-26,2022-03-04,"Ticker
AVGO    54.794987
Name: 2022-02-25 00:00:00, dtype: float64","Ticker
AVGO    55.538616
Name: 2022-03-04 00:00:00, dtype: float64","Ticker
AVGO    1.357112
dtype: float64"
AVGO,2021-12-09,2021-12-04,2021-12-10,"Ticker
AVGO    51.679031
Name: 2021-12-03 00:00:00, dtype: float64","Ticker
AVGO    58.490299
Name: 2021-12-10 00:00:00, dtype: float64","Ticker
AVGO    13.179945
dtype: float64"
AVGO,2021-09-02,2021-08-28,2021-09-03,"Ticker
AVGO    45.587383
Name: 2021-08-27 00:00:00, dtype: float64","Ticker
AVGO    45.747341
Name: 2021-09-03 00:00:00, dtype: float64","Ticker
AVGO    0.350882
dtype: float64"
AVGO,2021-06-03,2021-05-29,2021-06-04,"Ticker
AVGO    43.079906
Name: 2021-05-28 00:00:00, dtype: float64","Ticker
AVGO    43.323437
Name: 2021-06-04 00:00:00, dtype: float64","Ticker
AVGO    0.565299
dtype: float64"
CAT,2025-04-30,2025-04-25,2025-05-01,"Ticker
CAT    306.450012
Name: 2025-04-25 00:00:00, dtype: float64","Ticker
CAT    313.959991
Name: 2025-05-01 00:00:00, dtype: float64","Ticker
CAT    2.450638
dtype: float64"
CAT,2025-01-30,2025-01-25,2025-01-31,"Ticker
CAT    405.676697
Name: 2025-01-24 00:00:00, dtype: float64","Ticker
CAT    369.660126
Name: 2025-01-31 00:00:00, dtype: float64","Ticker
CAT   -8.878146
dtype: float64"
CAT,2024-10-30,2024-10-25,2024-10-31,"Ticker
CAT    382.717438
Name: 2024-10-25 00:00:00, dtype: float64","Ticker
CAT    373.029785
Name: 2024-10-31 00:00:00, dtype: float64","Ticker
CAT   -2.531281
dtype: float64"
CAT,2024-08-06,2024-08-01,2024-08-07,"Ticker
CAT    327.549438
Name: 2024-08-01 00:00:00, dtype: float64","Ticker
CAT    321.897949
Name: 2024-08-07 00:00:00, dtype: float64","Ticker
CAT   -1.725385
dtype: float64"
CAT,2024-04-25,2024-04-20,2024-04-26,"Ticker
CAT    348.991028
Name: 2024-04-19 00:00:00, dtype: float64","Ticker
CAT    337.891357
Name: 2024-04-26 00:00:00, dtype: float64","Ticker
CAT   -3.180503
dtype: float64"
CAT,2024-02-05,2024-01-31,2024-02-06,"Ticker
CAT    294.436462
Name: 2024-01-31 00:00:00, dtype: float64","Ticker
CAT    316.408142
Name: 2024-02-06 00:00:00, dtype: float64","Ticker
CAT    7.462282
dtype: float64"
CAT,2023-10-31,2023-10-26,2023-11-01,"Ticker
CAT    236.592377
Name: 2023-10-26 00:00:00, dtype: float64","Ticker
CAT    226.24765
Name: 2023-11-01 00:00:00, dtype: float64","Ticker
CAT   -4.372384
dtype: float64"
CAT,2023-08-01,2023-07-27,2023-08-02,"Ticker
CAT    250.784393
Name: 2023-07-27 00:00:00, dtype: float64","Ticker
CAT    279.202789
Name: 2023-08-02 00:00:00, dtype: float64","Ticker
CAT    11.331804
dtype: float64"
CAT,2023-04-27,2023-04-22,2023-04-28,"Ticker
CAT    212.807098
Name: 2023-04-21 00:00:00, dtype: float64","Ticker
CAT    211.386871
Name: 2023-04-28 00:00:00, dtype: float64","Ticker
CAT   -0.667378
dtype: float64"
CAT,2023-01-31,2023-01-26,2023-02-01,"Ticker
CAT    251.871964
Name: 2023-01-26 00:00:00, dtype: float64","Ticker
CAT    239.783798
Name: 2023-02-01 00:00:00, dtype: float64","Ticker
CAT   -4.799329
dtype: float64"
CAT,2022-10-27,2022-10-22,2022-10-28,"Ticker
CAT    181.915451
Name: 2022-10-21 00:00:00, dtype: float64","Ticker
CAT    209.764145
Name: 2022-10-28 00:00:00, dtype: float64","Ticker
CAT    15.308592
dtype: float64"
CAT,2022-08-02,2022-07-28,2022-08-03,"Ticker
CAT    178.445358
Name: 2022-07-28 00:00:00, dtype: float64","Ticker
CAT    173.723907
Name: 2022-08-03 00:00:00, dtype: float64","Ticker
CAT   -2.64588
dtype: float64"
CAT,2022-04-28,2022-04-23,2022-04-29,"Ticker
CAT    204.060623
Name: 2022-04-22 00:00:00, dtype: float64","Ticker
CAT    198.626572
Name: 2022-04-29 00:00:00, dtype: float64","Ticker
CAT   -2.662959
dtype: float64"
CAT,2022-01-28,2022-01-23,2022-01-29,"Ticker
CAT    201.011703
Name: 2022-01-21 00:00:00, dtype: float64","Ticker
CAT    188.871597
Name: 2022-01-28 00:00:00, dtype: float64","Ticker
CAT   -6.039502
dtype: float64"
CAT,2021-10-28,2021-10-23,2021-10-29,"Ticker
CAT    187.483047
Name: 2021-10-22 00:00:00, dtype: float64","Ticker
CAT    190.622543
Name: 2021-10-29 00:00:00, dtype: float64","Ticker
CAT    1.674549
dtype: float64"
CAT,2021-07-30,2021-07-25,2021-07-31,"Ticker
CAT    194.705215
Name: 2021-07-23 00:00:00, dtype: float64","Ticker
CAT    192.121933
Name: 2021-07-30 00:00:00, dtype: float64","Ticker
CAT   -1.326766
dtype: float64"
CMI,2025-05-05,2025-04-30,2025-05-06,"Ticker
CMI    292.17807
Name: 2025-04-30 00:00:00, dtype: float64","Ticker
CMI    296.652618
Name: 2025-05-06 00:00:00, dtype: float64","Ticker
CMI    1.531446
dtype: float64"
CMI,2025-02-04,2025-01-30,2025-02-05,"Ticker
CMI    355.952332
Name: 2025-01-30 00:00:00, dtype: float64","Ticker
CMI    366.076324
Name: 2025-02-05 00:00:00, dtype: float64","Ticker
CMI    2.844199
dtype: float64"
CMI,2024-11-05,2024-10-31,2024-11-06,"Ticker
CMI    323.964081
Name: 2024-10-31 00:00:00, dtype: float64","Ticker
CMI    350.58197
Name: 2024-11-06 00:00:00, dtype: float64","Ticker
CMI    8.216309
dtype: float64"
